wikidata_id,instance_of,admin_unit,area,capital,coordinates,population,subdivision,flag_info,flag_image,coat_of_arms_info,coat_of_arms_image,map_image,insignia,postal_code,first_written_record,inception,abolition,partner_cities,gnd,geonames_id,openstreetmap_rel_id,openstreetmap_node_id,district_key,municipality_key,regional_key,label_de,label_en,label_fr,desc_de,desc_en,desc_fr,sitelink_de,sitelink_en,sitelink_fr,bundesland,landkreis,type
Q2520141,Q15725618,Q10465,,,Point(10.3536 50.31684),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Saal%20an%20der%20Saale%20in%20NES.svg,,,,,,,,,2982981,,,,096735640,Verwaltungsgemeinschaft Saal an der Saale,Verwaltungsgemeinschaft Saal an der Saale,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Saal_an_der_Saale,,,Bayern,Landkreis Rhön-Grabfeld,None
Q653500,Q15725618,Q10471,,,Point(9.2919 49.9144),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Mespelbrunn%20in%20AB.svg,,,,,,,,,387719,,,,096715603,Verwaltungsgemeinschaft Mespelbrunn,Verwaltungsgemeinschaft Mespelbrunn,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Mespelbrunn,,,Bayern,Landkreis Aschaffenburg,None
Q1376611,Q15725618,Q10471,,,Point(9.37583 50.0275),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Heigenbr%C3%BCcken%20in%20AB.svg,,,,,,,,,387482,,,,096715602,Verwaltungsgemeinschaft Heigenbrücken,Verwaltungsgemeinschaft Heigenbrücken,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Heigenbr%C3%BCcken,,,Bayern,Landkreis Aschaffenburg,None
Q676010,Q15725618,Q10469,,,Point(9.57583 49.9931),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Lohr%20am%20Main%20in%20MSP.svg,,,,,,,,,2980203,,,,096775624,Verwaltungsgemeinschaft Lohr am Main,Verwaltungsgemeinschaft Lohr am Main,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Lohr_am_Main,,,Bayern,Landkreis Main-Spessart,None
Q1664448,Q15725618,Q10469,,,Point(9.52333 50.0383),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Partenstein%20in%20MSP.svg,,,,,,,,,2980205,,,,096775656,Verwaltungsgemeinschaft Partenstein,Verwaltungsgemeinschaft Partenstein,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Partenstein,,,Bayern,Landkreis Main-Spessart,None
Q2519503,Q15725618,Q10469,,,Point(9.65 50.15),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Burgsinn%20in%20MSP.svg,,,,,,,,,2980200,,,,096775622,Verwaltungsgemeinschaft Burgsinn,Verwaltungsgemeinschaft Burgsinn,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Burgsinn,,,Bayern,Landkreis Main-Spessart,None
Q2519836,Q15725618,Q10469,,Q16267371,Point(9.515 49.7664),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Kreuzwertheim%20in%20MSP.svg,,,,,,,,,2980202,,,,096775620,Verwaltungsgemeinschaft Kreuzwertheim,Verwaltungsgemeinschaft Kreuzwertheim,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Kreuzwertheim,,,Bayern,Landkreis Main-Spessart,None
Q144160,Q15725618,Q10472,,,Point(9.27139 49.7136),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Erftal%20in%20MIL.svg,,,,,,,,,2979876,,,,096765626,Verwaltungsgemeinschaft Erftal,Verwaltungsgemeinschaft Erftal,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Erftal,,,Bayern,Landkreis Miltenberg,None
Q2519819,Q15725618,Q10472,,,Point(9.21444 49.7228),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Kleinheubach%20in%20MIL.svg,,,,,,,,,2979975,,,,096765627,Verwaltungsgemeinschaft Kleinheubach,Verwaltungsgemeinschaft Kleinheubach,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Kleinheubach,,,Bayern,Landkreis Miltenberg,None
Q2805739,Q15725618,Q10472,,,Point(9.26667 49.7922),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20M%C3%B6nchberg%20in%20MIL.svg,,,,,,,,,2979977,,,,096765631,Verwaltungsgemeinschaft Mönchberg,Verwaltungsgemeinschaft Mönchberg,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_M%C3%B6nchberg,,,Bayern,Landkreis Miltenberg,None
Q1267211,Q15725618,Q10447,,,Point(10.8217 49.5747),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Aurachtal%20in%20ERH.svg,,,,,,,,,2985160,,,,095725512,Verwaltungsgemeinschaft Aurachtal,Verwaltungsgemeinschaft Aurachtal,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Aurachtal,,,Bayern,Landkreis Erlangen-Höchstadt,None
Q2519723,Q15725618,Q10447,,,Point(10.9103 49.6272),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20He%C3%9Fdorf%20in%20ERH.svg,,,,,,,,,2985161,,,,095725539,Verwaltungsgemeinschaft Heßdorf,Verwaltungsgemeinschaft Heßdorf,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_He%C3%9Fdorf,,,Bayern,Landkreis Erlangen-Höchstadt,None
Q2519701,Q15725618,Q10449,,,Point(11.4711 49.4931),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Happurg%20in%20LAU.svg,,,,,,,1098456998,,2986626,,,,095745528,Verwaltungsgemeinschaft Happurg,Verwaltungsgemeinschaft Happurg,Verwaltungsgemeinschaft Happurg,Verwaltungsgemeinschaft im Landkreis Nürnberger Land in Bayern,administrative collectivity in Germany,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Happurg,,,Bayern,Landkreis Nürnberger Land,None
Q1289176,Q15725618,Q10449,,,Point(11.5167 49.6167),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Velden%20%28Pegnitz%29%20in%20LAU.svg,,,,,,,,,2986631,,,,095745527,Verwaltungsgemeinschaft Velden,Verwaltungsgemeinschaft Velden,Verwaltungsgemeinschaft Velden,Verwaltungsgemeinschaft im Landkreis Nürnberger Land in Bayern,administrative collectivity in Germany,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Velden_(Pegnitz),,,Bayern,Landkreis Nürnberger Land,None
Q1408421,Q15725618,Q10449,,,Point(11.3911 49.4986),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Henfenfeld%20in%20LAU.svg,,,,,,,,,2986627,,,,095745529,Verwaltungsgemeinschaft Henfenfeld,Verwaltungsgemeinschaft Henfenfeld,Verwaltungsgemeinschaft Henfenfeld,Verwaltungsgemeinschaft im Landkreis Nürnberger Land in Bayern,administrative collectivity in Germany,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Henfenfeld,,,Bayern,Landkreis Nürnberger Land,None
Q1228467,Q15725618,Q10454,,,Point(10.2603 49.2867),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Schillingsf%C3%BCrst%20in%20AN.svg,,,,,,,,,2984706,,,,095715502,Verwaltungsgemeinschaft Schillingsfürst,Verwaltungsgemeinschaft Schillingsfürst,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Schillingsf%C3%BCrst,,,Bayern,Landkreis Ansbach,None
Q1392831,Q15725618,Q10454,,,Point(10.54 49.0881),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Hesselberg%20in%20AN.svg,,,,,,,,,2984704,,,,095715509,Verwaltungsgemeinschaft Hesselberg,Verwaltungsgemeinschaft Hesselberg,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Hesselberg,,,Bayern,Landkreis Ansbach,None
Q1700976,Q15725618,Q10454,,,Point(10.6275 49.3558),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Weihenzell%20in%20AN.svg,,,,,,,,,2984708,,,,095715504,Verwaltungsgemeinschaft Weihenzell,Verwaltungsgemeinschaft Weihenzell,,Verwaltungsgemeinschaft in Bayern,administrative community in Bavaria,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Weihenzell,,,Bayern,Landkreis Ansbach,None
Q2519531,Q15725618,Q10454,,,Point(10.4236 49.1478),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Dentlein%20am%20Forst%20in%20AN.svg,,,,,,,,,2984703,,,,095715507,Verwaltungsgemeinschaft Dentlein am Forst,Verwaltungsgemeinschaft Dentlein am Forst,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Dentlein_am_Forst,,,Bayern,Landkreis Ansbach,None
Q586580,Q15725618,Q10455,,,Point(10.91 49.5308),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Obermichelbach-Tuchenbach%20in%20F%C3%9C%20detailed.svg,,,,,,,,,2985197,,,,095735540,Verwaltungsgemeinschaft Obermichelbach-Tuchenbach,Verwaltungsgemeinschaft Obermichelbach-Tuchenbach,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Obermichelbach-Tuchenbach,,,Bayern,Landkreis Fürth,None
Q49705,Q15725618,Q10453,,,Point(10.7428 49.0169),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Hahnenkamm%20in%20WUG.svg,,,,,,,,,2971722,,,,095775536,Verwaltungsgemeinschaft Hahnenkamm,Hahnenkamm,,Verwaltungsgemeinschaft in Bayern,"administrative community in district of Weißenburg-Gunzenhausen, Bavaria, Germany",,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Hahnenkamm,https://en.wikipedia.org/wiki/Hahnenkamm_(Verwaltungsgemeinschaft),,Bayern,Landkreis Weißenburg-Gunzenhausen,None
Q926436,Q15725618,Q10453,,,Point(10.969 49.0596),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Ellingen%20in%20WUG.svg,,,,,,,,,2971664,,,,095775534,Verwaltungsgemeinschaft Ellingen,Verwaltungsgemeinschaft Ellingen,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Ellingen,,,Bayern,Landkreis Weißenburg-Gunzenhausen,None
Q1529760,Q15725618,Q10453,,,Point(11.1319 49.0472),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Nennslingen%20in%20WUG.svg,,,,,,,10006097-3,,2971666,,,,095775535,Verwaltungsgemeinschaft Nennslingen,Verwaltungsgemeinschaft Nennslingen,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Nennslingen,,,Bayern,Landkreis Weißenburg-Gunzenhausen,None
Q202630,Q15725618,Q10456,,Q572410,Point(10.2317 49.5458),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Uffenheim%20in%20NEA.svg,,,,,,,,,2984779,,,,095755519,Verwaltungsgemeinschaft Uffenheim,Verwaltungsgemeinschaft Uffenheim,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Uffenheim,,,Bayern,Landkreis Neustadt a. d. Aisch-Bad Windsheim,None
Q601119,Q15725618,Q10456,,,Point(10.6306 49.5939),7423 (2011-01-01T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Diespeck%20in%20NEA.svg,NEA,,,,,,,,2984774,,,,095755521,Verwaltungsgemeinschaft Diespeck,Verwaltungsgemeinschaft Diespeck,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Diespeck,,,Bayern,Landkreis Neustadt a. d. Aisch-Bad Windsheim,None
Q644774,Q15725618,Q10456,,,Point(10.4667 49.6667),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Scheinfeld%20in%20NEA.svg,,,,,,,,,2984777,,,,095755518,Verwaltungsgemeinschaft Scheinfeld,administrative community Scheinfeld,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Scheinfeld,,,Bayern,Landkreis Neustadt a. d. Aisch-Bad Windsheim,None
Q2519498,Q15725618,Q10456,,,Point(10.3211 49.45),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Burgbernheim%20in%20NEA.svg,,,,,,,,,2984773,,,,095755524,Verwaltungsgemeinschaft Burgbernheim,Verwaltungsgemeinschaft Burgbernheim,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Burgbernheim,,,Bayern,Landkreis Neustadt a. d. Aisch-Bad Windsheim,None
Q2519974,Q15725618,Q10456,,,Point(10.6433 49.4567),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Neuhof%20an%20der%20Zenn%20in%20NEA.svg,,,,,,,,,2984776,,,,095755525,Verwaltungsgemeinschaft Neuhof an der Zenn,Verwaltungsgemeinschaft Neuhof an der Zenn,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Neuhof_an_der_Zenn,,,Bayern,Landkreis Neustadt a. d. Aisch-Bad Windsheim,None
Q947116,Q15725618,Q10491,,,Point(11.6876 48.8084),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Pf%C3%B6rring%20in%20EI.svg,,,,,,,,,2971581,,,,091765119,Verwaltungsgemeinschaft Pförring,Verwaltungsgemeinschaft Pförring,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Pf%C3%B6rring,,,Bayern,Landkreis Eichstätt,None
Q1753524,Q15725618,Q10491,,,Point(11.1839 48.8919),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Eichst%C3%A4tt%20in%20EI.svg,,,,,,,,,2971578,,,,091765115,Verwaltungsgemeinschaft Eichstätt,Verwaltungsgemeinschaft Eichstätt,,Verwaltungsgemeinschaft in Bayern,,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Eichst%C3%A4tt,,,Bayern,Landkreis Eichstätt,None
Q662624,Q15725618,Q10431,,,Point(11.675 50.3828),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Lichtenberg%20in%20HO.svg,,,,,,,,,2219739,,,,094755428,Verwaltungsgemeinschaft Lichtenberg,Verwaltungsgemeinschaft Lichtenberg,Verwaltungsgemeinschaft Lichtenberg,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Lichtenberg,,,Bayern,Landkreis Hof,None
Q1533216,Q15725618,Q10431,,,Point(11.7425 50.2789),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Schauenstein%20in%20HO.svg,,,,,,,,,2219719,,,,094755431,Verwaltungsgemeinschaft Schauenstein,Verwaltungsgemeinschaft Schauenstein,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Schauenstein,,,Bayern,Landkreis Hof,None
Q541019,Q15725618,Q10434,,,Point(11.2167 50.25),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Verwaltungsgemeinschaft%20Mitwitz%20in%20KC.svg,,,,,,,,,2983312,,,,094765434,Verwaltungsgemeinschaft Mitwitz,Verwaltungsgemeinschaft Mitwitz,,Verwaltungsgemeinschaft in Bayern,administrative community,,https://de.wikipedia.org/wiki/Verwaltungsgemeinschaft_Mitwitz,,,Bayern,Landkreis Kronach,None
